trial,s,t,condition,success,pre_used,world_seed,per_link_steps,auto_flush_on_goal
0,magenta,blue,baseline,1,116,0,200,0
0,magenta,blue,no_reset,1,116,0,200,0
0,magenta,blue,flush_planner,1,116,0,200,0
0,magenta,blue,clear_hidden_only,1,116,0,200,0
0,magenta,blue,delay_0,1,116,0,200,0
0,magenta,blue,delay_1,1,116,0,200,0
0,magenta,blue,delay_2,1,116,0,200,0
1,yellow,green,baseline,1,71,101,200,0
1,yellow,green,no_reset,1,71,101,200,0
1,yellow,green,flush_planner,1,71,101,200,0
1,yellow,green,clear_hidden_only,1,71,101,200,0
1,yellow,green,delay_0,1,71,101,200,0
1,yellow,green,delay_1,1,71,101,200,0
1,yellow,green,delay_2,0,71,101,200,0
2,blue,green,baseline,1,124,202,200,0
2,blue,green,no_reset,1,124,202,200,0
2,blue,green,flush_planner,1,124,202,200,0
2,blue,green,clear_hidden_only,1,124,202,200,0
2,blue,green,delay_0,1,124,202,200,0
2,blue,green,delay_1,1,124,202,200,0
2,blue,green,delay_2,1,124,202,200,0
3,green,blue,baseline,1,175,303,200,0
3,green,blue,no_reset,0,175,303,200,0
3,green,blue,flush_planner,1,175,303,200,0
3,green,blue,clear_hidden_only,0,175,303,200,0
3,green,blue,delay_0,1,175,303,200,0
3,green,blue,delay_1,0,175,303,200,0
3,green,blue,delay_2,1,175,303,200,0
4,green,magenta,baseline,1,60,404,200,0
4,green,magenta,no_reset,1,60,404,200,0
4,green,magenta,flush_planner,1,60,404,200,0
4,green,magenta,clear_hidden_only,1,60,404,200,0
4,green,magenta,delay_0,1,60,404,200,0
4,green,magenta,delay_1,1,60,404,200,0
4,green,magenta,delay_2,1,60,404,200,0
5,yellow,magenta,baseline,1,87,505,200,0
5,yellow,magenta,no_reset,1,87,505,200,0
5,yellow,magenta,flush_planner,1,87,505,200,0
5,yellow,magenta,clear_hidden_only,1,87,505,200,0
5,yellow,magenta,delay_0,1,87,505,200,0
5,yellow,magenta,delay_1,1,87,505,200,0
5,yellow,magenta,delay_2,1,87,505,200,0
6,yellow,blue,baseline,1,200,606,200,0
6,yellow,blue,no_reset,0,200,606,200,0
6,yellow,blue,flush_planner,1,200,606,200,0
6,yellow,blue,clear_hidden_only,1,200,606,200,0
6,yellow,blue,delay_0,1,200,606,200,0
6,yellow,blue,delay_1,1,200,606,200,0
6,yellow,blue,delay_2,1,200,606,200,0
7,magenta,yellow,baseline,1,67,707,200,0
7,magenta,yellow,no_reset,1,67,707,200,0
7,magenta,yellow,flush_planner,1,67,707,200,0
7,magenta,yellow,clear_hidden_only,1,67,707,200,0
7,magenta,yellow,delay_0,1,67,707,200,0
7,magenta,yellow,delay_1,1,67,707,200,0
7,magenta,yellow,delay_2,1,67,707,200,0
8,yellow,blue,baseline,1,101,808,200,0
8,yellow,blue,no_reset,1,101,808,200,0
8,yellow,blue,flush_planner,1,101,808,200,0
8,yellow,blue,clear_hidden_only,1,101,808,200,0
8,yellow,blue,delay_0,1,101,808,200,0
8,yellow,blue,delay_1,1,101,808,200,0
8,yellow,blue,delay_2,1,101,808,200,0
9,yellow,magenta,baseline,1,84,909,200,0
9,yellow,magenta,no_reset,1,84,909,200,0
9,yellow,magenta,flush_planner,1,84,909,200,0
9,yellow,magenta,clear_hidden_only,1,84,909,200,0
9,yellow,magenta,delay_0,1,84,909,200,0
9,yellow,magenta,delay_1,1,84,909,200,0
9,yellow,magenta,delay_2,1,84,909,200,0
10,blue,magenta,baseline,1,98,1010,200,0
10,blue,magenta,no_reset,1,98,1010,200,0
10,blue,magenta,flush_planner,1,98,1010,200,0
10,blue,magenta,clear_hidden_only,0,98,1010,200,0
10,blue,magenta,delay_0,1,98,1010,200,0
10,blue,magenta,delay_1,1,98,1010,200,0
10,blue,magenta,delay_2,1,98,1010,200,0
11,yellow,green,baseline,1,55,1111,200,0
11,yellow,green,no_reset,1,55,1111,200,0
11,yellow,green,flush_planner,1,55,1111,200,0
11,yellow,green,clear_hidden_only,1,55,1111,200,0
11,yellow,green,delay_0,1,55,1111,200,0
11,yellow,green,delay_1,1,55,1111,200,0
11,yellow,green,delay_2,1,55,1111,200,0
12,blue,magenta,baseline,1,70,1212,200,0
12,blue,magenta,no_reset,1,70,1212,200,0
12,blue,magenta,flush_planner,1,70,1212,200,0
12,blue,magenta,clear_hidden_only,1,70,1212,200,0
12,blue,magenta,delay_0,1,70,1212,200,0
12,blue,magenta,delay_1,1,70,1212,200,0
12,blue,magenta,delay_2,1,70,1212,200,0
13,yellow,green,baseline,1,99,1313,200,0
13,yellow,green,no_reset,1,99,1313,200,0
13,yellow,green,flush_planner,1,99,1313,200,0
13,yellow,green,clear_hidden_only,1,99,1313,200,0
13,yellow,green,delay_0,1,99,1313,200,0
13,yellow,green,delay_1,1,99,1313,200,0
13,yellow,green,delay_2,1,99,1313,200,0
14,magenta,yellow,baseline,1,61,1414,200,0
14,magenta,yellow,no_reset,1,61,1414,200,0
14,magenta,yellow,flush_planner,1,61,1414,200,0
14,magenta,yellow,clear_hidden_only,1,61,1414,200,0
14,magenta,yellow,delay_0,1,61,1414,200,0
14,magenta,yellow,delay_1,1,61,1414,200,0
14,magenta,yellow,delay_2,1,61,1414,200,0
15,magenta,green,baseline,0,59,1515,200,0
15,magenta,green,no_reset,0,59,1515,200,0
15,magenta,green,flush_planner,0,59,1515,200,0
15,magenta,green,clear_hidden_only,0,59,1515,200,0
15,magenta,green,delay_0,0,59,1515,200,0
15,magenta,green,delay_1,0,59,1515,200,0
15,magenta,green,delay_2,0,59,1515,200,0
16,green,magenta,baseline,1,56,1616,200,0
16,green,magenta,no_reset,1,56,1616,200,0
16,green,magenta,flush_planner,1,56,1616,200,0
16,green,magenta,clear_hidden_only,1,56,1616,200,0
16,green,magenta,delay_0,1,56,1616,200,0
16,green,magenta,delay_1,1,56,1616,200,0
16,green,magenta,delay_2,1,56,1616,200,0
17,green,yellow,baseline,1,55,1717,200,0
17,green,yellow,no_reset,1,55,1717,200,0
17,green,yellow,flush_planner,1,55,1717,200,0
17,green,yellow,clear_hidden_only,1,55,1717,200,0
17,green,yellow,delay_0,1,55,1717,200,0
17,green,yellow,delay_1,1,55,1717,200,0
17,green,yellow,delay_2,1,55,1717,200,0
18,green,blue,baseline,1,58,1818,200,0
18,green,blue,no_reset,1,58,1818,200,0
18,green,blue,flush_planner,1,58,1818,200,0
18,green,blue,clear_hidden_only,1,58,1818,200,0
18,green,blue,delay_0,1,58,1818,200,0
18,green,blue,delay_1,1,58,1818,200,0
18,green,blue,delay_2,1,58,1818,200,0
19,blue,yellow,baseline,1,126,1919,200,0
19,blue,yellow,no_reset,1,126,1919,200,0
19,blue,yellow,flush_planner,1,126,1919,200,0
19,blue,yellow,clear_hidden_only,1,126,1919,200,0
19,blue,yellow,delay_0,1,126,1919,200,0
19,blue,yellow,delay_1,1,126,1919,200,0
19,blue,yellow,delay_2,1,126,1919,200,0
20,blue,green,baseline,1,108,2020,200,0
20,blue,green,no_reset,1,108,2020,200,0
20,blue,green,flush_planner,1,108,2020,200,0
20,blue,green,clear_hidden_only,1,108,2020,200,0
20,blue,green,delay_0,1,108,2020,200,0
20,blue,green,delay_1,1,108,2020,200,0
20,blue,green,delay_2,1,108,2020,200,0
21,green,blue,baseline,0,93,2121,200,0
21,green,blue,no_reset,0,93,2121,200,0
21,green,blue,flush_planner,0,93,2121,200,0
21,green,blue,clear_hidden_only,0,93,2121,200,0
21,green,blue,delay_0,0,93,2121,200,0
21,green,blue,delay_1,0,93,2121,200,0
21,green,blue,delay_2,0,93,2121,200,0
22,green,magenta,baseline,1,200,2222,200,0
22,green,magenta,no_reset,0,200,2222,200,0
22,green,magenta,flush_planner,1,200,2222,200,0
22,green,magenta,clear_hidden_only,0,200,2222,200,0
22,green,magenta,delay_0,1,200,2222,200,0
22,green,magenta,delay_1,0,200,2222,200,0
22,green,magenta,delay_2,1,200,2222,200,0
23,yellow,blue,baseline,1,113,2323,200,0
23,yellow,blue,no_reset,0,113,2323,200,0
23,yellow,blue,flush_planner,0,113,2323,200,0
23,yellow,blue,clear_hidden_only,0,113,2323,200,0
23,yellow,blue,delay_0,0,113,2323,200,0
23,yellow,blue,delay_1,0,113,2323,200,0
23,yellow,blue,delay_2,0,113,2323,200,0
24,blue,yellow,baseline,1,105,2424,200,0
24,blue,yellow,no_reset,1,105,2424,200,0
24,blue,yellow,flush_planner,1,105,2424,200,0
24,blue,yellow,clear_hidden_only,1,105,2424,200,0
24,blue,yellow,delay_0,1,105,2424,200,0
24,blue,yellow,delay_1,1,105,2424,200,0
24,blue,yellow,delay_2,1,105,2424,200,0
25,magenta,blue,baseline,1,80,2525,200,0
25,magenta,blue,no_reset,1,80,2525,200,0
25,magenta,blue,flush_planner,1,80,2525,200,0
25,magenta,blue,clear_hidden_only,1,80,2525,200,0
25,magenta,blue,delay_0,1,80,2525,200,0
25,magenta,blue,delay_1,1,80,2525,200,0
25,magenta,blue,delay_2,1,80,2525,200,0
26,blue,magenta,baseline,1,105,2626,200,0
26,blue,magenta,no_reset,1,105,2626,200,0
26,blue,magenta,flush_planner,1,105,2626,200,0
26,blue,magenta,clear_hidden_only,1,105,2626,200,0
26,blue,magenta,delay_0,1,105,2626,200,0
26,blue,magenta,delay_1,1,105,2626,200,0
26,blue,magenta,delay_2,1,105,2626,200,0
27,magenta,yellow,baseline,1,108,2727,200,0
27,magenta,yellow,no_reset,0,108,2727,200,0
27,magenta,yellow,flush_planner,1,108,2727,200,0
27,magenta,yellow,clear_hidden_only,0,108,2727,200,0
27,magenta,yellow,delay_0,1,108,2727,200,0
27,magenta,yellow,delay_1,1,108,2727,200,0
27,magenta,yellow,delay_2,1,108,2727,200,0
28,blue,magenta,baseline,1,62,2828,200,0
28,blue,magenta,no_reset,1,62,2828,200,0
28,blue,magenta,flush_planner,1,62,2828,200,0
28,blue,magenta,clear_hidden_only,1,62,2828,200,0
28,blue,magenta,delay_0,1,62,2828,200,0
28,blue,magenta,delay_1,1,62,2828,200,0
28,blue,magenta,delay_2,1,62,2828,200,0
29,magenta,blue,baseline,0,71,2929,200,0
29,magenta,blue,no_reset,0,71,2929,200,0
29,magenta,blue,flush_planner,0,71,2929,200,0
29,magenta,blue,clear_hidden_only,0,71,2929,200,0
29,magenta,blue,delay_0,0,71,2929,200,0
29,magenta,blue,delay_1,0,71,2929,200,0
29,magenta,blue,delay_2,0,71,2929,200,0
30,magenta,yellow,baseline,1,40,3030,200,0
30,magenta,yellow,no_reset,1,40,3030,200,0
30,magenta,yellow,flush_planner,1,40,3030,200,0
30,magenta,yellow,clear_hidden_only,1,40,3030,200,0
30,magenta,yellow,delay_0,1,40,3030,200,0
30,magenta,yellow,delay_1,1,40,3030,200,0
30,magenta,yellow,delay_2,1,40,3030,200,0
31,yellow,blue,baseline,1,127,3131,200,0
31,yellow,blue,no_reset,0,127,3131,200,0
31,yellow,blue,flush_planner,1,127,3131,200,0
31,yellow,blue,clear_hidden_only,0,127,3131,200,0
31,yellow,blue,delay_0,1,127,3131,200,0
31,yellow,blue,delay_1,0,127,3131,200,0
31,yellow,blue,delay_2,0,127,3131,200,0
32,magenta,green,baseline,1,135,3232,200,0
32,magenta,green,no_reset,1,135,3232,200,0
32,magenta,green,flush_planner,1,135,3232,200,0
32,magenta,green,clear_hidden_only,1,135,3232,200,0
32,magenta,green,delay_0,1,135,3232,200,0
32,magenta,green,delay_1,1,135,3232,200,0
32,magenta,green,delay_2,1,135,3232,200,0
33,yellow,magenta,baseline,1,82,3333,200,0
33,yellow,magenta,no_reset,1,82,3333,200,0
33,yellow,magenta,flush_planner,1,82,3333,200,0
33,yellow,magenta,clear_hidden_only,1,82,3333,200,0
33,yellow,magenta,delay_0,1,82,3333,200,0
33,yellow,magenta,delay_1,1,82,3333,200,0
33,yellow,magenta,delay_2,1,82,3333,200,0
34,magenta,blue,baseline,0,45,3434,200,0
34,magenta,blue,no_reset,1,45,3434,200,0
34,magenta,blue,flush_planner,0,45,3434,200,0
34,magenta,blue,clear_hidden_only,1,45,3434,200,0
34,magenta,blue,delay_0,0,45,3434,200,0
34,magenta,blue,delay_1,1,45,3434,200,0
34,magenta,blue,delay_2,1,45,3434,200,0
35,blue,green,baseline,0,66,3535,200,0
35,blue,green,no_reset,0,66,3535,200,0
35,blue,green,flush_planner,0,66,3535,200,0
35,blue,green,clear_hidden_only,0,66,3535,200,0
35,blue,green,delay_0,0,66,3535,200,0
35,blue,green,delay_1,0,66,3535,200,0
35,blue,green,delay_2,0,66,3535,200,0
36,blue,yellow,baseline,0,148,3636,200,0
36,blue,yellow,no_reset,0,148,3636,200,0
36,blue,yellow,flush_planner,0,148,3636,200,0
36,blue,yellow,clear_hidden_only,0,148,3636,200,0
36,blue,yellow,delay_0,0,148,3636,200,0
36,blue,yellow,delay_1,0,148,3636,200,0
36,blue,yellow,delay_2,0,148,3636,200,0
37,yellow,magenta,baseline,0,200,3737,200,0
37,yellow,magenta,no_reset,0,200,3737,200,0
37,yellow,magenta,flush_planner,0,200,3737,200,0
37,yellow,magenta,clear_hidden_only,0,200,3737,200,0
37,yellow,magenta,delay_0,0,200,3737,200,0
37,yellow,magenta,delay_1,0,200,3737,200,0
37,yellow,magenta,delay_2,0,200,3737,200,0
38,green,magenta,baseline,1,148,3838,200,0
38,green,magenta,no_reset,1,148,3838,200,0
38,green,magenta,flush_planner,1,148,3838,200,0
38,green,magenta,clear_hidden_only,1,148,3838,200,0
38,green,magenta,delay_0,1,148,3838,200,0
38,green,magenta,delay_1,1,148,3838,200,0
38,green,magenta,delay_2,1,148,3838,200,0
39,yellow,blue,baseline,1,77,3939,200,0
39,yellow,blue,no_reset,1,77,3939,200,0
39,yellow,blue,flush_planner,1,77,3939,200,0
39,yellow,blue,clear_hidden_only,1,77,3939,200,0
39,yellow,blue,delay_0,1,77,3939,200,0
39,yellow,blue,delay_1,1,77,3939,200,0
39,yellow,blue,delay_2,0,77,3939,200,0
40,yellow,blue,baseline,1,200,4040,200,0
40,yellow,blue,no_reset,1,200,4040,200,0
40,yellow,blue,flush_planner,1,200,4040,200,0
40,yellow,blue,clear_hidden_only,1,200,4040,200,0
40,yellow,blue,delay_0,1,200,4040,200,0
40,yellow,blue,delay_1,1,200,4040,200,0
40,yellow,blue,delay_2,1,200,4040,200,0
41,blue,green,baseline,0,96,4141,200,0
41,blue,green,no_reset,0,96,4141,200,0
41,blue,green,flush_planner,0,96,4141,200,0
41,blue,green,clear_hidden_only,0,96,4141,200,0
41,blue,green,delay_0,0,96,4141,200,0
41,blue,green,delay_1,0,96,4141,200,0
41,blue,green,delay_2,0,96,4141,200,0
42,yellow,blue,baseline,1,93,4242,200,0
42,yellow,blue,no_reset,1,93,4242,200,0
42,yellow,blue,flush_planner,1,93,4242,200,0
42,yellow,blue,clear_hidden_only,1,93,4242,200,0
42,yellow,blue,delay_0,1,93,4242,200,0
42,yellow,blue,delay_1,1,93,4242,200,0
42,yellow,blue,delay_2,1,93,4242,200,0
43,yellow,blue,baseline,0,108,4343,200,0
43,yellow,blue,no_reset,0,108,4343,200,0
43,yellow,blue,flush_planner,0,108,4343,200,0
43,yellow,blue,clear_hidden_only,0,108,4343,200,0
43,yellow,blue,delay_0,0,108,4343,200,0
43,yellow,blue,delay_1,0,108,4343,200,0
43,yellow,blue,delay_2,0,108,4343,200,0
44,magenta,blue,baseline,1,71,4444,200,0
44,magenta,blue,no_reset,0,71,4444,200,0
44,magenta,blue,flush_planner,1,71,4444,200,0
44,magenta,blue,clear_hidden_only,0,71,4444,200,0
44,magenta,blue,delay_0,1,71,4444,200,0
44,magenta,blue,delay_1,0,71,4444,200,0
44,magenta,blue,delay_2,1,71,4444,200,0
45,blue,magenta,baseline,1,135,4545,200,0
45,blue,magenta,no_reset,1,135,4545,200,0
45,blue,magenta,flush_planner,1,135,4545,200,0
45,blue,magenta,clear_hidden_only,1,135,4545,200,0
45,blue,magenta,delay_0,1,135,4545,200,0
45,blue,magenta,delay_1,1,135,4545,200,0
45,blue,magenta,delay_2,1,135,4545,200,0
46,blue,green,baseline,1,71,4646,200,0
46,blue,green,no_reset,1,71,4646,200,0
46,blue,green,flush_planner,1,71,4646,200,0
46,blue,green,clear_hidden_only,1,71,4646,200,0
46,blue,green,delay_0,1,71,4646,200,0
46,blue,green,delay_1,1,71,4646,200,0
46,blue,green,delay_2,1,71,4646,200,0
47,yellow,blue,baseline,1,138,4747,200,0
47,yellow,blue,no_reset,1,138,4747,200,0
47,yellow,blue,flush_planner,1,138,4747,200,0
47,yellow,blue,clear_hidden_only,1,138,4747,200,0
47,yellow,blue,delay_0,1,138,4747,200,0
47,yellow,blue,delay_1,1,138,4747,200,0
47,yellow,blue,delay_2,1,138,4747,200,0
48,green,blue,baseline,1,87,4848,200,0
48,green,blue,no_reset,1,87,4848,200,0
48,green,blue,flush_planner,1,87,4848,200,0
48,green,blue,clear_hidden_only,1,87,4848,200,0
48,green,blue,delay_0,1,87,4848,200,0
48,green,blue,delay_1,1,87,4848,200,0
48,green,blue,delay_2,1,87,4848,200,0
49,blue,magenta,baseline,1,44,4949,200,0
49,blue,magenta,no_reset,1,44,4949,200,0
49,blue,magenta,flush_planner,1,44,4949,200,0
49,blue,magenta,clear_hidden_only,1,44,4949,200,0
49,blue,magenta,delay_0,1,44,4949,200,0
49,blue,magenta,delay_1,1,44,4949,200,0
49,blue,magenta,delay_2,1,44,4949,200,0
50,blue,magenta,baseline,1,111,5050,200,0
50,blue,magenta,no_reset,1,111,5050,200,0
50,blue,magenta,flush_planner,1,111,5050,200,0
50,blue,magenta,clear_hidden_only,1,111,5050,200,0
50,blue,magenta,delay_0,1,111,5050,200,0
50,blue,magenta,delay_1,1,111,5050,200,0
50,blue,magenta,delay_2,1,111,5050,200,0
51,blue,green,baseline,1,200,5151,200,0
51,blue,green,no_reset,0,200,5151,200,0
51,blue,green,flush_planner,1,200,5151,200,0
51,blue,green,clear_hidden_only,0,200,5151,200,0
51,blue,green,delay_0,1,200,5151,200,0
51,blue,green,delay_1,1,200,5151,200,0
51,blue,green,delay_2,1,200,5151,200,0
52,magenta,yellow,baseline,1,77,5252,200,0
52,magenta,yellow,no_reset,1,77,5252,200,0
52,magenta,yellow,flush_planner,1,77,5252,200,0
52,magenta,yellow,clear_hidden_only,1,77,5252,200,0
52,magenta,yellow,delay_0,1,77,5252,200,0
52,magenta,yellow,delay_1,1,77,5252,200,0
52,magenta,yellow,delay_2,1,77,5252,200,0
53,green,blue,baseline,0,99,5353,200,0
53,green,blue,no_reset,0,99,5353,200,0
53,green,blue,flush_planner,0,99,5353,200,0
53,green,blue,clear_hidden_only,0,99,5353,200,0
53,green,blue,delay_0,0,99,5353,200,0
53,green,blue,delay_1,0,99,5353,200,0
53,green,blue,delay_2,0,99,5353,200,0
54,yellow,blue,baseline,1,73,5454,200,0
54,yellow,blue,no_reset,1,73,5454,200,0
54,yellow,blue,flush_planner,1,73,5454,200,0
54,yellow,blue,clear_hidden_only,1,73,5454,200,0
54,yellow,blue,delay_0,1,73,5454,200,0
54,yellow,blue,delay_1,1,73,5454,200,0
54,yellow,blue,delay_2,1,73,5454,200,0
55,yellow,green,baseline,1,64,5555,200,0
55,yellow,green,no_reset,1,64,5555,200,0
55,yellow,green,flush_planner,1,64,5555,200,0
55,yellow,green,clear_hidden_only,1,64,5555,200,0
55,yellow,green,delay_0,1,64,5555,200,0
55,yellow,green,delay_1,1,64,5555,200,0
55,yellow,green,delay_2,1,64,5555,200,0
56,magenta,blue,baseline,1,59,5656,200,0
56,magenta,blue,no_reset,1,59,5656,200,0
56,magenta,blue,flush_planner,1,59,5656,200,0
56,magenta,blue,clear_hidden_only,1,59,5656,200,0
56,magenta,blue,delay_0,1,59,5656,200,0
56,magenta,blue,delay_1,1,59,5656,200,0
56,magenta,blue,delay_2,1,59,5656,200,0
57,magenta,yellow,baseline,0,60,5757,200,0
57,magenta,yellow,no_reset,0,60,5757,200,0
57,magenta,yellow,flush_planner,0,60,5757,200,0
57,magenta,yellow,clear_hidden_only,0,60,5757,200,0
57,magenta,yellow,delay_0,0,60,5757,200,0
57,magenta,yellow,delay_1,0,60,5757,200,0
57,magenta,yellow,delay_2,0,60,5757,200,0
58,yellow,green,baseline,1,52,5858,200,0
58,yellow,green,no_reset,1,52,5858,200,0
58,yellow,green,flush_planner,1,52,5858,200,0
58,yellow,green,clear_hidden_only,1,52,5858,200,0
58,yellow,green,delay_0,1,52,5858,200,0
58,yellow,green,delay_1,1,52,5858,200,0
58,yellow,green,delay_2,1,52,5858,200,0
59,magenta,green,baseline,1,76,5959,200,0
59,magenta,green,no_reset,1,76,5959,200,0
59,magenta,green,flush_planner,1,76,5959,200,0
59,magenta,green,clear_hidden_only,1,76,5959,200,0
59,magenta,green,delay_0,1,76,5959,200,0
59,magenta,green,delay_1,1,76,5959,200,0
59,magenta,green,delay_2,1,76,5959,200,0
60,yellow,blue,baseline,1,109,6060,200,0
60,yellow,blue,no_reset,1,109,6060,200,0
60,yellow,blue,flush_planner,1,109,6060,200,0
60,yellow,blue,clear_hidden_only,1,109,6060,200,0
60,yellow,blue,delay_0,1,109,6060,200,0
60,yellow,blue,delay_1,1,109,6060,200,0
60,yellow,blue,delay_2,1,109,6060,200,0
61,magenta,green,baseline,0,82,6161,200,0
61,magenta,green,no_reset,0,82,6161,200,0
61,magenta,green,flush_planner,0,82,6161,200,0
61,magenta,green,clear_hidden_only,0,82,6161,200,0
61,magenta,green,delay_0,0,82,6161,200,0
61,magenta,green,delay_1,0,82,6161,200,0
61,magenta,green,delay_2,0,82,6161,200,0
62,magenta,green,baseline,1,146,6262,200,0
62,magenta,green,no_reset,0,146,6262,200,0
62,magenta,green,flush_planner,1,146,6262,200,0
62,magenta,green,clear_hidden_only,0,146,6262,200,0
62,magenta,green,delay_0,1,146,6262,200,0
62,magenta,green,delay_1,0,146,6262,200,0
62,magenta,green,delay_2,1,146,6262,200,0
63,yellow,blue,baseline,0,117,6363,200,0
63,yellow,blue,no_reset,1,117,6363,200,0
63,yellow,blue,flush_planner,1,117,6363,200,0
63,yellow,blue,clear_hidden_only,1,117,6363,200,0
63,yellow,blue,delay_0,1,117,6363,200,0
63,yellow,blue,delay_1,1,117,6363,200,0
63,yellow,blue,delay_2,1,117,6363,200,0
64,magenta,green,baseline,0,115,6464,200,0
64,magenta,green,no_reset,1,115,6464,200,0
64,magenta,green,flush_planner,0,115,6464,200,0
64,magenta,green,clear_hidden_only,1,115,6464,200,0
64,magenta,green,delay_0,0,115,6464,200,0
64,magenta,green,delay_1,1,115,6464,200,0
64,magenta,green,delay_2,0,115,6464,200,0
65,magenta,yellow,baseline,1,52,6565,200,0
65,magenta,yellow,no_reset,1,52,6565,200,0
65,magenta,yellow,flush_planner,1,52,6565,200,0
65,magenta,yellow,clear_hidden_only,1,52,6565,200,0
65,magenta,yellow,delay_0,1,52,6565,200,0
65,magenta,yellow,delay_1,1,52,6565,200,0
65,magenta,yellow,delay_2,1,52,6565,200,0
66,magenta,green,baseline,0,131,6666,200,0
66,magenta,green,no_reset,1,131,6666,200,0
66,magenta,green,flush_planner,0,131,6666,200,0
66,magenta,green,clear_hidden_only,1,131,6666,200,0
66,magenta,green,delay_0,0,131,6666,200,0
66,magenta,green,delay_1,1,131,6666,200,0
66,magenta,green,delay_2,0,131,6666,200,0
67,magenta,yellow,baseline,1,57,6767,200,0
67,magenta,yellow,no_reset,1,57,6767,200,0
67,magenta,yellow,flush_planner,1,57,6767,200,0
67,magenta,yellow,clear_hidden_only,1,57,6767,200,0
67,magenta,yellow,delay_0,1,57,6767,200,0
67,magenta,yellow,delay_1,1,57,6767,200,0
67,magenta,yellow,delay_2,1,57,6767,200,0
68,green,yellow,baseline,1,79,6868,200,0
68,green,yellow,no_reset,1,79,6868,200,0
68,green,yellow,flush_planner,1,79,6868,200,0
68,green,yellow,clear_hidden_only,1,79,6868,200,0
68,green,yellow,delay_0,1,79,6868,200,0
68,green,yellow,delay_1,1,79,6868,200,0
68,green,yellow,delay_2,1,79,6868,200,0
69,yellow,green,baseline,1,93,6969,200,0
69,yellow,green,no_reset,1,93,6969,200,0
69,yellow,green,flush_planner,1,93,6969,200,0
69,yellow,green,clear_hidden_only,1,93,6969,200,0
69,yellow,green,delay_0,1,93,6969,200,0
69,yellow,green,delay_1,1,93,6969,200,0
69,yellow,green,delay_2,1,93,6969,200,0
70,yellow,blue,baseline,1,65,7070,200,0
70,yellow,blue,no_reset,1,65,7070,200,0
70,yellow,blue,flush_planner,1,65,7070,200,0
70,yellow,blue,clear_hidden_only,1,65,7070,200,0
70,yellow,blue,delay_0,1,65,7070,200,0
70,yellow,blue,delay_1,1,65,7070,200,0
70,yellow,blue,delay_2,1,65,7070,200,0
71,magenta,yellow,baseline,0,200,7171,200,0
71,magenta,yellow,no_reset,0,200,7171,200,0
71,magenta,yellow,flush_planner,0,200,7171,200,0
71,magenta,yellow,clear_hidden_only,0,200,7171,200,0
71,magenta,yellow,delay_0,0,200,7171,200,0
71,magenta,yellow,delay_1,0,200,7171,200,0
71,magenta,yellow,delay_2,0,200,7171,200,0
72,blue,yellow,baseline,0,193,7272,200,0
72,blue,yellow,no_reset,0,193,7272,200,0
72,blue,yellow,flush_planner,0,193,7272,200,0
72,blue,yellow,clear_hidden_only,0,193,7272,200,0
72,blue,yellow,delay_0,0,193,7272,200,0
72,blue,yellow,delay_1,0,193,7272,200,0
72,blue,yellow,delay_2,0,193,7272,200,0
73,blue,magenta,baseline,1,43,7373,200,0
73,blue,magenta,no_reset,1,43,7373,200,0
73,blue,magenta,flush_planner,1,43,7373,200,0
73,blue,magenta,clear_hidden_only,1,43,7373,200,0
73,blue,magenta,delay_0,1,43,7373,200,0
73,blue,magenta,delay_1,1,43,7373,200,0
73,blue,magenta,delay_2,1,43,7373,200,0
74,green,yellow,baseline,1,89,7474,200,0
74,green,yellow,no_reset,1,89,7474,200,0
74,green,yellow,flush_planner,1,89,7474,200,0
74,green,yellow,clear_hidden_only,1,89,7474,200,0
74,green,yellow,delay_0,1,89,7474,200,0
74,green,yellow,delay_1,1,89,7474,200,0
74,green,yellow,delay_2,1,89,7474,200,0
75,green,yellow,baseline,1,69,7575,200,0
75,green,yellow,no_reset,1,69,7575,200,0
75,green,yellow,flush_planner,1,69,7575,200,0
75,green,yellow,clear_hidden_only,1,69,7575,200,0
75,green,yellow,delay_0,1,69,7575,200,0
75,green,yellow,delay_1,1,69,7575,200,0
75,green,yellow,delay_2,1,69,7575,200,0
76,magenta,blue,baseline,1,54,7676,200,0
76,magenta,blue,no_reset,1,54,7676,200,0
76,magenta,blue,flush_planner,1,54,7676,200,0
76,magenta,blue,clear_hidden_only,1,54,7676,200,0
76,magenta,blue,delay_0,1,54,7676,200,0
76,magenta,blue,delay_1,1,54,7676,200,0
76,magenta,blue,delay_2,1,54,7676,200,0
77,blue,magenta,baseline,1,57,7777,200,0
77,blue,magenta,no_reset,1,57,7777,200,0
77,blue,magenta,flush_planner,1,57,7777,200,0
77,blue,magenta,clear_hidden_only,1,57,7777,200,0
77,blue,magenta,delay_0,1,57,7777,200,0
77,blue,magenta,delay_1,1,57,7777,200,0
77,blue,magenta,delay_2,1,57,7777,200,0
78,yellow,magenta,baseline,0,106,7878,200,0
78,yellow,magenta,no_reset,0,106,7878,200,0
78,yellow,magenta,flush_planner,0,106,7878,200,0
78,yellow,magenta,clear_hidden_only,0,106,7878,200,0
78,yellow,magenta,delay_0,0,106,7878,200,0
78,yellow,magenta,delay_1,0,106,7878,200,0
78,yellow,magenta,delay_2,0,106,7878,200,0
79,green,yellow,baseline,1,200,7979,200,0
79,green,yellow,no_reset,0,200,7979,200,0
79,green,yellow,flush_planner,1,200,7979,200,0
