target,auroc,auprc,ece
"cell(3,0)_ch5",0.7911982626469085,0.10229406829198491,0.06734601703148009
"cell(3,0)_ch6",0.8435601458080194,0.3629067709612997,0.03650969652942423
"cell(3,0)_ch7",0.9544957472660995,0.6756351337589669,0.015447851480766543
"cell(3,0)_ch8",0.9117826617826618,0.4904983375345823,0.026686522712242654
"cell(3,0)_ch9",0.8887110441578006,0.28946907129783883,0.03396297874603096
"cell(3,0)_ch10",0.7354302832244008,0.22916975105192078,0.03808173208657945
"cell(3,0)_ch11",0.9274911745827985,0.5057365653083109,0.07583781513672523
"cell(3,1)_ch0",0.9999999999999999,1.0,0.0038211804234440944
"cell(3,1)_ch1",1.0,1.0,0.0020457150611366192
"cell(3,1)_ch2",1.0,1.0,0.0017240288422644592
"cell(3,1)_ch3",0.9998638344226579,0.9962962962962962,0.006828046764064624
"cell(3,1)_ch4",0.9997646172676772,0.9926324316708932,0.004045742665165311
"cell(3,1)_ch5",1.0,1.0,0.0007591249033843239
"cell(3,1)_ch6",1.0,1.0000000000000002,0.003869043489903988
"cell(3,1)_ch7",1.0,1.0,0.018773406517289343
"cell(3,1)_ch8",1.0,1.0,0.002167690132022157
"cell(3,1)_ch9",1.0,1.0,0.006476221226315312
"cell(3,1)_ch10",1.0,1.0,0.0016401545060435539
"cell(3,1)_ch11",1.0,1.0,0.0027854465326627876
"cell(3,2)_ch0",1.0,1.0,0.0006031209493272277
"cell(3,2)_ch1",1.0,0.9999999999999998,0.00037443157131302146
"cell(3,2)_ch2",1.0,1.0,0.0005341607380533885
"cell(3,2)_ch3",1.0,0.9999999999999999,0.0017644690776016678
"cell(3,2)_ch4",1.0,1.0,0.0005254486120506938
"cell(3,2)_ch5",1.0,1.0,0.0002720989797875353
"cell(3,2)_ch6",0.9999999999999999,1.0,0.000547610661396404
"cell(3,2)_ch7",1.0,1.0,0.0012052445338029748
"cell(3,2)_ch8",1.0,1.0,0.00043853751521479473
"cell(3,2)_ch9",1.0,1.0,0.0013234408330239267
"cell(3,2)_ch10",1.0,1.0,0.0003930479609534849
"cell(3,2)_ch11",1.0,1.0,0.00021089719837374168
"cell(3,3)_ch0",1.0,0.9999999999999999,0.0044832268398719045
"cell(3,3)_ch1",1.0,1.0,0.0047190066045585885
"cell(3,3)_ch2",1.0,1.0,0.0016373189819317952
"cell(3,3)_ch3",0.9999999999999999,1.0,0.0031334130640470617
"cell(3,3)_ch4",0.9995510662177328,0.9919191919191919,0.004087583070384666
"cell(3,3)_ch5",1.0,1.0,0.0019730842656747777
"cell(3,3)_ch6",1.0,1.0,0.0018723547105198102
"cell(3,3)_ch7",1.0,1.0,0.0022690785404921305
"cell(3,3)_ch8",1.0,1.0,0.0028338999706650197
